書名,作者,分類,狀態,按讚數,出版社,tag(最多五個),,,,,連結,簡介
南少，你老婆又跑了,風輕早,愛情,完結,1,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2800,"「南少，我懷了你的孩子。」

OMD，居然撞上如此隱秘的一幕。
男子神情一冷，「我不建議你生下來。」
渣男就渣男，不要孩子還講的如此委婉。
她看不下去要離開，卻意外被他的女朋友當成情敵，當眾一耳光。
閃光燈下，新聞頭條，她和他出入酒店，成雙成對。
她拋棄未婚夫，他拋棄懷孕女友……
外界給的誤會重重，二人誤打誤撞一一解開後發現他沒有女朋友，懷的也不是他孩子，一切只是誤會……
一切是他精心布下的局，而她是心甘情願，誤打誤撞跳入他的坑。"
侯門庶女太妖嬈,菊花清茶,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2799,"一道天雷，讓她成了時下流行的穿越女。然而，萬幸中的不幸，她穿越成了一個極不受寵的妾室生下的一個極不受寵的庶出小姐。但這又如何？庶出女的人生依舊多姿多彩：
未婚懷了孕，連孩子她爹是誰都不知道？沒關係，一夜風流嘛，自己做的事，後果自己要承擔。
新婚之夜，丈夫不堪受辱，憤然離去？可以理解，傻子才願意做便宜老爸。
只是，大哥，你似乎忘了和我離婚？
女兒生日，天上掉下來一美男？好啊好啊，女兒正愁沒個爹，你來客串一下好了。
只是，男人們啊，小女只是一個小小的庶出，不是什麼香餑餑，我只想和我家小娃娃相伴到老，你們別一起撲上來啃好不好……"
幸好流年遇到你,檀檀欒,愛情,完結,6,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2798,"顧清裳，有姿色，有能力，還有一個帥氣的小兒子，外號花瓶中的戰鬥機。
在外人眼中，封易對自己的女兒愛搭不理。
可是在顧清裳的眼中，他卻對她的兒子迷之疼愛，卻也被百般嫌棄。
突來的一場意外，讓顧清裳本來完美的人生被人棒頭一錘，她從陽城人人羨慕的女人轉瞬成了人人喊打的小三！
而他，攜嬌妻女兒，出雙入對，人人羨慕。
而當所有的一切塵埃落定，讓顧清裳以為只剩下濃濃的幸福時——
一場爆炸，一場以性命為賭的陰謀，她屍骨無存。
留給他的，只有一個嚎啕大哭的孩子……"
妾心盛寵：王爺不如謀個反,魚本鹹,愛情,完結,2,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2751,"盛綰梔上輩子將那些噁心的嘴臉一個個算計進了閻王殿，然後一把火燒了半邊天，順便了結了自己。
只是再次睜眼，卻發現一切都變了。

盛綰梔以為自己能安心當條鹹魚，奈何蒼天不允。

老父親要她盯著點兒，夫君要她幫著點兒，王妃勸她善良點兒，太子要她聰明點兒。
鹹魚，可真不是她能當的。

生活不易，全靠飚戲。
不能飚戲，還是得算計。"
我親愛的傅先生,顧小染,愛情,完結,5,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2750,"佟年為了嫁給傅景墨付出了一切，執著了四年後才發現，她除了腦癌已經一無所謂。
她想明白了要跟傅景墨離婚，男人就是不允。
知道了一切真相的傅景墨，「佟年我只愛你。」
佟年，「傅總，你只是替身。」"
我家夫人種田拯救我,拾七柒,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2708,"一場爆炸引起的事故，功德石讓竹笙穿越了，但她還被告知自己的肉體回到了命懸一線的八歲。
無奈只好寄在養父家，一邊報答養父的恩情，一邊償還功功德石與功德塔里那位惡人的救命之情。

自此她上鬥極品親戚，下就種田養家，順便再來個拯救蒼生賺好功德。
誰知，自己做的事情都是在給自己未來夫君抵消「債務」！

「欸，欸，夫人，說好的功德呢？說好的把我從功德塔放出來呢？」

「你自己造的孽，還要我來還？勞資不幹了！」說罷，竹笙便帶著弟弟和父親過上好生活去了。

完了，夫人生氣了，怎麼樣才能哄哄夫人救救我。
在線等，挺急的……"
快遞寶寶：總裁大人請簽收,萌寶寶,愛情,完結,5,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2707,"墨逸塵，看著不遠處那個消失多年的女人，身邊有兩個他小時候的翻版，怒氣沖衝的問道：「女人，你是不是該給我一個合理的解釋？」
「長腿歐巴，你介意半路多個寶貝嗎？娶一送二，大寶小寶可以一塊打包的哦！你很划算喲！」顧貝貝勾著墨大總裁的長腿，眨巴著眼睛問道。
「容我想想……」
「別想了！過了這村，就沒了這店！咱們媽咪，可是很搶手的！」顧寶寶插一句。

「寶寶，我娶你們媽咪！現在就可以！」某對顧溪溪虎視眈眈已久的某男，衝出來自我推薦！
「哪來的蒼蠅！自不量力和爺搶女人？」墨逸塵臉一沉，寒氣瀰漫，「爺撕了你！」

「你真是霸道耶！不娶咱們媽咪，還不允許別人娶了？」兩寶搖頭，扶額說道。"
快穿系統：上劇情吧！,瘋狂的蘋果,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2638,"葉醒心心願一，終日沈溺於網文圈！
葉醒心期待二，日夜與編輯白夜廝混！
葉醒心願望三，網文圈她老大，買房買車養竹馬！
當葉醒心發現自己快穿了之後，劇情跌宕起伏的將她帶入角色，她才發現成神之路慢慢其修遠。
還好大神系統是她的竹馬編輯，那麼大神系統，上劇情吧！"
快穿之宿主又在撩男配,風十柒,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2637,"一朝重生，頻繁穿越。
為了往後的生活能過得平順滋潤些，程程時常被土里土氣的番薯號系統帶往不同世界完成女主的遺願。
神奇的是，這些世界的男主都渣得如出一轍，男配都帥得秀色可餐。
穿越的日子太無聊，面對如此美男她實在忍不住啊忍不住。
直到某日她發現男配的來歷透著詭異，連繫統都甩不掉。
程程內心種了一片草餵了千萬匹馬。
「這位大爺，你為何總跟著我？」
某男配冷漠臉：「等你來撩。」"
君見桃花色,緋瑟兒,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2636,"她是一隻修煉千年的桃花小仙，因為不小心搞亂了月老兒的姻緣線，被罰下凡糾正姻緣。
也許是她點兒不正，也許是他太倒霉。
竟然就這樣鑄造了一個桃花小仙和鬼仙白無常的愛情故事。
桃九抓狂：「靠，為什麼又是你！？」
白無常也抓狂：「還能不能好好的厲劫了！你竟然又來破壞我的姻緣！？」
他三世厲劫，偏偏三世的本命姻緣全被她搞亂！
罷了，小九兒，既然都被你玩兒壞了，那就讓你賠給我一個三生三世吧。
桃九眼冒桃花：好，我願意......
————
這是一對歡喜冤家的愛情故事。
也是一個奇葩小仙不斷拆人姻緣，亂牽紅線，越搞越忙越搞越亂的血淚史。
（本文屬性輕鬆惡搞，偶爾小虐怡情，結局大歡喜HE）"
妖孽夫君好難纏,妖家四少,愛情,完結,6,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2635,"「師傅，修仙為了什麼？」
恐怕師傅你都已經忘了當初為何要修仙吧
「那師傅你可知道我為什麼要修仙？」
你知道對不對，你一直都知道。
一段被錯改的記憶，當她與他在紅塵中再次相遇，那糾葛千年的愛戀能否再續前緣。
楊慎穩穩地靠坐在美人榻上，「我擔心你害怕。」
「我不害怕。」
「我擔心山里的野獸誤闖進來驚嚇到你可就不好了。」楊慎說著，慢慢挪向月玲瓏。
「野獸近不了我的身。」看著楊慎慢慢挪過來，月玲瓏淡淡的說道。
「那要是驚嚇到我可怎麼辦？」寶寶求保護。"
不正常的戀愛關係(04)我想談一場正常的戀愛啊！(END),逢時,愛情,完結,10,飛燕文創,歡樂,校園,輕奇幻,,,https://mojoin.com/novels/2463,"一場正常的戀愛──對秋本光來說，是這輩子最大的奢望！
本來以為是已分手的前女友，為什麼轉眼之間，就變成了一隻狗？
還是擁有獸耳跟尾巴，還有胸部屁股的類犬女友啊？
兩個人被敵人追著四處跑，只能四處露宿荒郊野外，
進行野外play，這樣的生活太刺激，秋本光表示承受不住了……

「早安！今天有睡飽嗎？」
少女的臉洋溢著喜悅，精神滿分、很有活力。
屁股後的尾巴高高揚起，不斷搖晃，啪啪啪的左右拍打。
身上只穿了一件純白色的長背心，內褲什麼的大概已經被她脫掉了……
秋本光深深的、深深的閉上了眼睛。"
不正常的戀愛關係(03)壞掉的是自己還是世界？,逢時,愛情,完結,0,飛燕文創,歡樂,校園,輕奇幻,,,https://mojoin.com/novels/2462,"──壞掉的是自己還是世界？

不斷遭受失戀打擊的秋本光，終於放棄一切，
把身體完全交給躲藏在內心的少年。
但傻呼呼的佐緒里第一次面對自己的心意，
卻不知道心上人已經悄悄換人……

神明與少年的契約，即將毀於一旦！

「不。」秋本岸打斷了她的話。「我不想跟妳當朋友。一點都不想。」
「……啊？」佐緒里露出快要哭泣的表情。
「我不能做妳的朋友。我想做妳的男朋友。」"
你是我的星辰萬里,早藻,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2548,"被渣男賤女害死後，陳曼曼重生到了周星遙身上。
原本以為自己已經夠可憐了，卻沒想到周星遙更慘。
爹不疼娘不愛，妹妹還要欺負她，甚至連她的室友都與她為敵。
重生一次，她很忙。
既要手撕渣男賤女，又要與人鬥智斗勇，還要在事業上走向人生巔峰。
「親愛的，抽空談個戀愛唄！」薄少巴巴地看著忙成陀螺的她。
「不談！」她拒絕。
「親愛的，來坐過來聊聊天！」薄少不死心地說。
「沒空！」她仍舊拒絕。
「你確定？」
「我確……唔……」
這個臭男人！真煩人！
重來一世，好像談段戀愛也不錯？"
你是意料之外,林暮暮,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2547,"安文從沒有想過，她曾經夢想中的生活突然破滅，老公背叛，孩子父親未知，淨身出戶……
所有不敢想的事情全部發生，在絕望和痛苦的邊緣間，席堯的出現，讓她的世界裡有了一絲的亮光。
幫她嚴懲欺負她的人，站在眾人所仰望的高處，給她一切……
安文以為，席堯便是她一生的歸宿
直到那個自稱是席堯妻子的人出現，安文才覺得荒謬至極。
原來到最後，她才是那個被戲弄的人。
……
當她將心事藏於心底要嫁作他人之時，席堯再一次的出現打亂了她的生活。
「安文，你這輩子只能是我的女人！」
「席先生，你已婚我已婚，我沒有要養情夫的打算！」
席堯將離婚證摔在她面前，「別忘了，你還欠我一個承諾，嫁給我。」"
不正常的戀愛關係(02)第一次三人行就達陣,逢時,愛情,完結,60,飛燕文創,歡樂,校園,輕奇幻,,,https://mojoin.com/novels/2461,"雙女友劇情，一個暴力一個羞怯，
一次初體驗，兩種感受！

女友隨便抓就有，但是通通以失戀做結。
這種劇情，秋本光表示再也不願意繼續下去！
但……人為刀俎，我為魚肉，作為神明的使（奴）者（隸）
今天也要精神百倍的捕捉女友喔！
只是這一次怎麼一竿雙魚，雙胞胎什麼的真的好……刺激啊！

千禾：「死變態，我絕對不會讓你對姊姊做什麼！除、除非，我也一起！」
千律：「其實如果是妹妹喜歡的人，我也可以喔！」
秋本光：「……有人要問我的意見嗎？」"
不正常的戀愛關係(01)第一次調教奴隸就上手,逢時,愛情,完結,625,飛燕文創,歡樂,校園,輕奇幻,只好一起睡了,美少女神明侵占我的床,https://mojoin.com/novels/2460,"飯可以亂吃，願望不可以亂許。
這是平凡轉學生秋本光想對大家說的血淚教訓。
只是參拜了不知名神社，就莫名成了神明的使（奴）者（隸）。
而且神明給的任務，竟是要他與各種奇怪的惡念談戀愛？！
面對乳量驚人的惡念姐姐，秋本光覺得自己的貞操即將不保！
……現在買貞操帶還來得及嗎？"
吃貨相公財神妻,橙瓜攸攸,愛情,完結,2,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2533,"【穿越】【美食】【種田】【經商】【高甜】

秀才遇上女霸總，有理說不清！
陸玥萬萬沒想到自己這一堂堂上市公司CEO，居然有朝一日會穿越，並且還淪落到靠生兒子來爭家產的地步？
不行，絕對不行。
不給她家產！她就自己掙！什麼？她爹給她抓了個解元相公？這滿嘴之乎者也的還是休了罷了！誒，等等，好像可以做個名人效應！

「柳三思牌解元雞，不是狀元就探花！」
但是怎麼越看越覺得這小相公長的還挺帥，不如改造改造……

本來被榜下捉婿就夠悲慘了，柳三思沒想到自己在新婚之夜居然還被娘子踢出了閨房，一時間成為了整個學子圈的笑話……
還沒來得及重振夫綱，就發現用自己名義命名的解元雞居然賣的火爆？

「你拿我攬生意，簡直有辱斯文。」"
江山為聘：重生貴妃不好當,鳳梨蛋炒飯,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2532,"上一世，宋清淺作為名門閨秀，權臣嫡女，風風光光活了二十載，是皇帝身邊最『寵信』的貴妃。
她以為自己注定了一生順遂，千金萬貴。
直到大火燒紅了建安的半邊天，宋氏一族盡數落獄，她才知道，她爹是謀逆之人。
一朝雲端墜落被囚，唯恐受盡屈辱的宋清淺選擇了自盡。
再次睜眼，竟重生回入宮前夕。
她知道眼前這個疼愛自己的爹，終有一天會拿起屠刀，慘敗於皇城之下。
她也知道和氣笑著的帝王，早已洞察了宋氏的逆謀造反之心。
所以她必須趕在悲劇發生之前，拯救自己和家族的小命。
————
盛瑾瑜不明白，自己作天作地的貴妃為什麼突然狗腿了起來。
宋清淺：怎麼抱皇帝大腿顯得本宮下跪的姿勢比較有尊嚴些？宮裡等，十萬火急！"
